,FACILITY,Tool,WBS,Cluster,Fab300_Begin,IIO_Begin,Fab300_End,IIO_End,Cnt,Fab300_Duration,IIO_Duration,Description,IIO_User_id,Fab300_User_id,Modules,Begin,End
734,PLINE300,TEL_LEAGA,32005/01675,2,2022-10-05 10:56:14,2022-10-05 10:00:00,2022-10-05 14:23:18,2022-10-05 16:00:00,1,3.451111111111111,6.0,"Oxi, SiN etch optimization",muraki29,muraki29,LP2;PM4;PM1,2022-10-05 10:00:00,2022-10-05 16:00:00
735,PLINE300,TEL_LEAGA,32005/01675,3,2022-10-06 10:04:00,2022-10-06 10:00:00,2022-10-06 14:11:35,2022-10-06 16:00:00,1,4.126388888888889,6.0,"Oxi, SiN etch optimization",muraki29,muraki29,LP2;PM4;PM1,2022-10-06 10:00:00,2022-10-06 16:00:00
736,PLINE300,TEL_LEAGA,32005/01675,4,2022-10-10 10:00:57,2022-10-10 10:00:00,2022-10-10 15:50:38,2022-10-10 16:00:00,1,5.828055555555555,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM2;PM5;PM3;PM6,2022-10-10 10:00:00,2022-10-10 16:00:00
737,PLINE300,TEL_LEAGA,32005/01675,5,2022-10-11 10:24:44,2022-10-11 10:00:00,2022-10-11 16:46:14,2022-10-11 16:00:00,1,6.358333333333333,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM2;PM5;PM3;PM6,2022-10-11 10:00:00,2022-10-11 16:46:14
738,PLINE300,TEL_LEAGA,32005/01675,6,2022-10-14 10:25:47,2022-10-14 10:00:00,2022-10-14 15:20:28,2022-10-14 16:00:00,1,4.911388888888889,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM2;PM5;PM3;PM6,2022-10-14 10:00:00,2022-10-14 16:00:00
739,PLINE300,TEL_LEAGA,32005/01675,7,2022-10-26 13:41:56,2022-10-26 10:00:00,2022-10-26 15:15:47,2022-10-26 16:00:00,1,1.5641666666666667,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM5;PM6,2022-10-26 10:00:00,2022-10-26 16:00:00
740,PLINE300,TEL_LEAGA,32005/01675,8,2022-10-27 07:44:45,2022-10-27 07:00:00,2022-10-27 10:46:58,2022-10-27 13:00:00,1,3.0369444444444444,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM2;PM5;PM3;PM6,2022-10-27 07:00:00,2022-10-27 13:00:00
741,PLINE300,TEL_LEAGA,32005/01675,9,2022-11-01 10:06:07,2022-11-01 10:00:00,2022-11-01 16:40:32,2022-11-01 16:00:00,1,6.573611111111111,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM2;PM5;PM3;PM6,2022-11-01 10:00:00,2022-11-01 16:40:32
742,PLINE300,TEL_LEAGA,32005/01675,10,2022-11-02 09:26:22,2022-11-02 10:00:00,2022-11-02 10:39:37,2022-11-02 16:00:00,1,1.2208333333333334,6.0,SiGe SPC Development,muraki29,muraki29,LP2;PM2;PM5;PM3;PM6,2022-11-02 09:26:22,2022-11-02 16:00:00
743,PLINE300,TEL_LEAGA,32005/01675,11,2022-11-08 10:39:46,2022-11-08 09:00:00,2022-11-08 14:32:54,2022-11-08 15:00:00,1,3.8855555555555554,6.0,Oxide Hard Mask Etch Back,puttar77,puttar77,LP2;PM2;PM6,2022-11-08 09:00:00,2022-11-08 15:00:00
744,PLINE300,TEL_TACTRAS,31199/01765,0,2022-10-05 14:37:23,2022-10-05 14:00:00,2022-10-05 22:38:12,2022-10-05 17:00:00,1,8.01361111111111,3.0,coupon test,krishtab,krishtab,LP3;PM1,2022-10-05 14:00:00,2022-10-05 22:38:12
745,PLINE300,TEL_TACTRAS,31299/02062,0,2022-10-26 15:40:43,2022-10-26 15:30:00,2022-10-26 16:45:59,2022-10-26 16:30:00,1,1.0877777777777777,1.0,coupons,vallat65,vallat65,PM5;LP3,2022-10-26 15:30:00,2022-10-26 16:45:59
746,PLINE300,TEL_TACTRAS,31299/31818,0,2022-10-17 14:31:50,2022-10-17 14:30:00,2022-10-17 14:52:33,2022-10-17 15:30:00,1,0.3452777777777778,1.0,coupons,vallat65,vallat65,LP1;PM5,2022-10-17 14:30:00,2022-10-17 15:30:00
747,PLINE300,TEL_TACTRAS,38199/02252,0,2022-10-03 11:33:12,2022-10-03 11:00:00,2022-10-03 12:49:36,2022-10-03 12:00:00,1,1.2733333333333334,1.0,development,puliya38,puliya38,LP1;PM1,2022-10-03 11:00:00,2022-10-03 12:49:36
748,PLINE300,TEL_TACTRAS2,31199/01765,0,2022-10-11 09:30:11,2022-10-11 09:00:00,2022-10-11 10:55:11,2022-10-11 12:30:00,1,1.4166666666666667,3.5,DMATMS passivation,mandal97,mandal97,LP1;PM4,2022-10-11 09:00:00,2022-10-11 12:30:00
749,PLINE300,TEL_TACTRAS2,31199/01765,1,2022-11-10 11:19:16,2022-11-10 11:00:00,2022-11-10 12:02:48,2022-11-10 14:00:00,1,0.7255555555555555,3.0,DMA-TMS passivation,mandal97,mandal97,LP1;PM4,2022-11-10 11:00:00,2022-11-10 14:00:00
750,PLINE300,TEL_TACTRAS2,31199/02273,0,2022-10-21 16:25:44,2022-10-21 15:00:00,2022-10-21 17:35:21,2022-10-21 17:30:00,1,1.1602777777777777,2.5,Process dev.,feurpr61,feurpr61,PM6;LP3,2022-10-21 15:00:00,2022-10-21 17:35:21
751,PLINE300,TEL_TACTRAS2,31199/02273,1,2022-10-24 17:03:56,2022-10-24 17:00:00,2022-10-24 18:09:01,2022-10-24 18:30:00,1,1.0847222222222221,1.5,Wafer processing,feurpr61,feurpr61,PM6;LP3,2022-10-24 17:00:00,2022-10-24 18:30:00
752,PLINE300,TEL_TACTRAS2,31199/02273,2,2022-11-07 16:51:23,2022-11-07 16:30:00,2022-11-07 19:10:30,2022-11-07 18:30:00,1,2.318611111111111,2.0,Wafer processing,feurpr61,feurpr61,PM6;LP3,2022-11-07 16:30:00,2022-11-07 19:10:30
753,PLINE300,TEL_TACTRAS2,31299/01083,0,2022-10-04 11:39:46,2022-10-04 11:00:00,2022-10-04 18:37:35,2022-10-04 14:30:00,1,6.963611111111111,3.5,Wafer processing,feurpr61,feurpr61,PM6;LP3,2022-10-04 11:00:00,2022-10-04 18:37:35
754,PLINE300,TEL_TACTRAS2,31299/01083,1,2022-10-05 15:33:31,2022-10-05 15:00:00,2022-10-05 18:38:45,2022-10-05 17:00:00,1,3.087222222222222,2.0,Wafer processing,feurpr61,feurpr61,PM6;LP3,2022-10-05 15:00:00,2022-10-05 18:38:45
755,PLINE300,TEL_TACTRAS2,31299/01861,0,2022-11-03 16:09:43,2022-11-03 15:30:00,2022-11-03 16:38:21,2022-11-03 17:00:00,1,0.4772222222222222,1.5,coupons,renaud15,renaud15,LP1;PM6,2022-11-03 15:30:00,2022-11-03 17:00:00
756,PLINE300,TEL_TACTRAS2,31499/01907,0,2022-10-21 09:04:59,2022-10-21 09:00:00,2022-10-21 12:18:16,2022-10-21 13:00:00,1,3.221388888888889,4.0,DMATMS passivation,yamaha91,yamaha91,LP1;PM4,2022-10-21 09:00:00,2022-10-21 13:00:00
757,PLINE300,TEL_TACTRAS2,37093/02175,0,2022-10-31 09:53:30,2022-10-31 10:00:00,2022-10-31 10:54:21,2022-10-31 11:00:00,1,1.0141666666666667,1.0,development,puliya38,puliya38,LP1;PM1,2022-10-31 09:53:30,2022-10-31 11:00:00
758,PLINE300,TEL_TACTRAS2,37093/02178,0,2022-11-08 11:17:51,2022-11-08 11:30:00,2022-11-08 12:20:04,2022-11-08 12:30:00,1,1.0369444444444444,1.0,development,puliya38,puliya38,LP2;PM1,2022-11-08 11:17:51,2022-11-08 12:30:00
759,PLINE300,TEL_TACTRAS2,37093/02178,1,2022-11-09 11:02:42,2022-11-09 10:30:00,2022-11-09 11:58:34,2022-11-09 12:00:00,1,0.9311111111111111,1.5,Test run with vendor,puliya38,puliya38,LP1;PM1,2022-11-09 10:30:00,2022-11-09 12:00:00
760,PLINE300,TEL_TACTRAS2,38199/01935,0,2022-10-25 10:53:39,2022-10-25 11:00:00,2022-10-25 11:55:04,2022-10-25 12:00:00,1,1.023611111111111,1.0,etch development for Tech65,li17,li17,PM6;LP3,2022-10-25 10:53:39,2022-10-25 12:00:00
761,PLINE300,TEL_TACTRAS2,98600/00962,0,2022-10-03 12:17:53,2022-10-03 12:00:00,2022-10-03 18:56:12,2022-10-03 16:00:00,1,6.6386111111111115,4.0,Wafer processing,feurpr61,feurpr61,PM6;LP3,2022-10-03 12:00:00,2022-10-03 18:56:12
762,PLINE300,TEL_TACTRAS2,98601/31507,0,2022-11-08 10:13:27,2022-11-08 10:30:00,2022-11-08 10:52:34,2022-11-08 12:00:00,1,0.6519444444444444,1.5,HMI,vallat65,vallat65,PM6;LP3,2022-11-08 10:13:27,2022-11-08 12:00:00
763,PLINE300,TEL_TACTRAS2,98601/31507,1,2022-11-09 14:50:22,2022-11-09 15:00:00,2022-11-09 16:12:15,2022-11-09 17:00:00,1,1.3647222222222222,2.0,HMI,vallat65,vallat65,PM6;LP3,2022-11-09 14:50:22,2022-11-09 17:00:00
764,PLINE300,TEL_TACTRAS3,31199/01756,0,2022-10-20 12:14:45,2022-10-20 12:00:00,2022-10-20 13:11:00,2022-10-20 14:00:00,1,0.9375,2.0,coupon etching,paolil45,paolil45,LP1;PM6,2022-10-20 12:00:00,2022-10-20 14:00:00
765,PLINE300,TEL_TACTRAS3,31199/01756,1,2022-10-24 10:12:35,2022-10-24 10:00:00,2022-10-24 12:30:12,2022-10-24 12:00:00,1,2.2936111111111113,2.0,Coupon etch,paolil45,paolil45,LP1;PM6,2022-10-24 10:00:00,2022-10-24 12:30:12
766,PLINE300,TEL_TACTRAS3,31199/01756,2,2022-10-28 10:11:42,2022-10-28 10:00:00,2022-10-28 11:36:41,2022-10-28 12:00:00,1,1.416388888888889,2.0,Coupon etch,paolil45,paolil45,LP1;PM6,2022-10-28 10:00:00,2022-10-28 12:00:00
767,PLINE300,TEL_TACTRAS3,31199/01920,0,2022-10-24 15:51:06,2022-10-24 16:00:00,2022-10-24 16:34:39,2022-10-24 17:00:00,1,0.7258333333333333,1.0,3 wafers,vallat65,vallat65,LP2;PM6,2022-10-24 15:51:06,2022-10-24 17:00:00
768,PLINE300,TEL_TACTRAS3,31199/01988,0,2022-10-07 13:37:25,2022-10-07 13:30:00,2022-10-07 15:08:48,2022-10-07 15:00:00,1,1.5230555555555556,1.5,etch,paolil45,paolil45,LP1;PM6,2022-10-07 13:30:00,2022-10-07 15:08:48
769,PLINE300,TEL_TACTRAS3,31199/01988,1,2022-10-10 10:26:17,2022-10-10 10:30:00,2022-10-10 11:46:03,2022-10-10 12:00:00,1,1.3294444444444444,1.5,Coupon etch,paolil45,paolil45,LP1;PM6,2022-10-10 10:26:17,2022-10-10 12:00:00
770,PLINE300,TEL_TACTRAS3,31199/01988,2,2022-10-17 10:21:03,2022-10-17 10:00:00,2022-10-17 12:30:26,2022-10-17 12:00:00,1,2.156388888888889,2.0,Coupon etch,paolil45,paolil45,LP1;PM6,2022-10-17 10:00:00,2022-10-17 12:30:26
771,PLINE300,TEL_TACTRAS3,31199/02273,0,2022-10-21 13:58:48,2022-10-21 13:30:00,2022-10-21 16:24:55,2022-10-21 15:00:00,1,2.435277777777778,1.5,Process dev.,feurpr61,feurpr61,PM6;LP3,2022-10-21 13:30:00,2022-10-21 16:24:55
772,PLINE300,TEL_TACTRAS3,98601/31507,0,2022-10-04 09:16:01,2022-10-04 09:00:00,2022-10-04 12:35:09,2022-10-04 12:00:00,1,3.318888888888889,3.0,AX219539,vallat65,vallat65,LP2;PM6,2022-10-04 09:00:00,2022-10-04 12:35:09
773,PLINE300,TEL_TACTRAS3,98601/31507,1,2022-10-13 09:17:45,2022-10-13 09:00:00,2022-10-13 09:51:20,2022-10-13 10:00:00,1,0.5597222222222222,1.0,HMI,vallat65,vallat65,LP1;PM6,2022-10-13 09:00:00,2022-10-13 10:00:00
774,PLINE300,TEL_TACTRAS3,98601/31507,2,2022-11-07 09:57:08,2022-11-07 10:00:00,2022-11-07 10:43:39,2022-11-07 11:00:00,1,0.7752777777777777,1.0,HMI,vallat65,vallat65,LP1;PM6,2022-11-07 09:57:08,2022-11-07 11:00:00
775,PLINE300,TITAN,39320/36502,0,2022-10-19 17:40:45,2022-10-19 17:30:00,2022-10-19 21:23:41,2022-10-19 22:00:00,1,3.7155555555555555,4.5,for stem wf2,gade18,gade18,,2022-10-19 17:30:00,2022-10-19 22:00:00
777,PLINE300,TITAN,42199/00160,3,2022-10-04 14:58:35,2022-10-04 15:00:00,2022-10-04 18:24:18,2022-10-04 22:00:00,1,3.428611111111111,7.0,cross section;200 kV,carola29;nalinm87,carola29,,2022-10-04 14:58:35,2022-10-04 22:00:00
778,PLINE300,TITAN,42199/00160,4,2022-10-11 03:12:24,2022-10-11 00:00:00,2022-10-11 04:01:30,2022-10-11 04:00:00,1,0.8183333333333334,4.0,cross section,carola29,carola29,,2022-10-11 00:00:00,2022-10-11 04:01:30
779,PLINE300,TITAN,42199/00160,5,2022-10-15 00:08:12,2022-10-15 00:00:00,2022-10-15 02:19:47,2022-10-15 05:30:00,1,2.1930555555555555,5.5,cross section,carola29,carola29,,2022-10-15 00:00:00,2022-10-15 05:30:00
780,PLINE300,TITAN,42199/00160,6,2022-10-20 10:49:27,2022-10-20 06:30:00,2022-10-20 16:36:47,2022-10-20 21:00:00,1,5.788888888888889,14.5,tem prep;200kV;200 kV,han27;richardo;nalinm87,richardo,,2022-10-20 06:30:00,2022-10-20 21:00:00
781,PLINE300,TITAN,42199/00160,7,2022-10-21 19:41:03,2022-10-21 09:00:00,2022-10-21 21:05:04,2022-10-21 22:00:00,1,1.4002777777777777,13.0,200 kV;TEM,nalinm87;impagn97,impagn97,,2022-10-21 09:00:00,2022-10-21 22:00:00
783,PLINE300,TITAN,42199/00160,9,2022-10-23 08:21:12,2022-10-23 09:30:00,2022-10-23 13:39:12,2022-10-23 12:30:00,1,5.3,3.0,200,carola29,carola29,,2022-10-23 08:21:12,2022-10-23 13:39:12
784,PLINE300,TITAN,42199/00160,10,2022-10-31 09:36:24,2022-10-31 08:00:00,2022-10-31 16:38:17,2022-10-31 16:00:00,1,7.0313888888888885,8.0,200kV,richardo,richardo,,2022-10-31 08:00:00,2022-10-31 16:38:17
785,PLINE300,TITAN,42199/00160,11,2022-11-10 16:56:50,2022-11-10 13:30:00,2022-11-10 19:38:18,2022-11-10 18:00:00,1,2.6911111111111112,4.5,tem analyses,agati92,impagn97,,2022-11-10 13:30:00,2022-11-10 19:38:18
786,PLINE300,TR1000,31199/01513,0,2022-10-18 13:45:50,2022-10-18 14:00:00,2022-10-18 15:23:13,2022-10-18 16:00:00,1,1.6230555555555555,2.0,JSR,jacobs41,jacobs41,,2022-10-18 13:45:50,2022-10-18 16:00:00
787,PLINE300,TR1000,31199/01513,1,2022-11-08 08:11:54,2022-11-08 07:30:00,2022-11-08 08:28:59,2022-11-08 09:00:00,1,0.2847222222222222,1.5,meting,jacobs41,jacobs41,,2022-11-08 07:30:00,2022-11-08 09:00:00
788,PLINE300,TR1000,31199/30079,0,2022-10-03 08:20:49,2022-10-03 07:30:00,2022-10-03 09:21:14,2022-10-03 10:00:00,1,1.0069444444444444,2.5,test,cloost23,lecocq91,,2022-10-03 07:30:00,2022-10-03 10:00:00
789,PLINE300,TR1000,31199/30079,1,2022-10-08 14:02:03,2022-10-08 14:00:00,2022-10-08 15:56:46,2022-10-08 16:00:00,1,1.9119444444444444,2.0,JSR,perrem78,le27,,2022-10-08 14:00:00,2022-10-08 16:00:00
790,PLINE300,TR1000,31199/30079,2,2022-10-11 08:01:30,2022-10-11 08:00:00,2022-10-11 11:04:50,2022-10-11 12:00:00,1,3.0555555555555554,4.0,meting;lot processing,perrem78,maessc90,,2022-10-11 08:00:00,2022-10-11 12:00:00
791,PLINE300,TR1000,31199/30079,3,2022-10-12 08:01:02,2022-10-12 08:00:00,2022-10-12 09:50:56,2022-10-12 10:00:00,1,1.8316666666666668,2.0,test,cloost23,maessc90,,2022-10-12 08:00:00,2022-10-12 10:00:00
792,PLINE300,TR1000,31199/30079,4,2022-10-19 17:01:51,2022-10-19 17:00:00,2022-10-19 19:03:29,2022-10-19 19:00:00,1,2.027222222222222,2.0,JSR,perrem78,lecocq91,,2022-10-19 17:00:00,2022-10-19 19:03:29
793,PLINE300,TR1000,31199/30079,5,2022-10-20 16:02:16,2022-10-20 16:00:00,2022-10-20 17:37:19,2022-10-20 18:00:00,1,1.5841666666666667,2.0,JSR,perrem78,lecocq91,,2022-10-20 16:00:00,2022-10-20 18:00:00
794,PLINE300,TR1000,31199/30079,6,2022-10-21 07:59:25,2022-10-21 08:00:00,2022-10-21 09:46:10,2022-10-21 10:00:00,1,1.7791666666666666,2.0,test,dilien72,wouter12,,2022-10-21 07:59:25,2022-10-21 10:00:00
795,PLINE300,TR1000,31199/30079,7,2022-10-27 17:03:53,2022-10-27 17:00:00,2022-10-27 18:15:20,2022-10-27 19:00:00,1,1.1908333333333334,2.0,lot processing,robber85,wouter12,,2022-10-27 17:00:00,2022-10-27 19:00:00
796,PLINE300,TR1000,31199/30079,8,2022-10-31 16:49:10,2022-10-31 17:00:00,2022-10-31 18:03:14,2022-10-31 19:00:00,1,1.2344444444444445,2.0,JSR,perrem78,wouter12,,2022-10-31 16:49:10,2022-10-31 19:00:00
797,PLINE300,TR1000,31199/30079,9,2022-11-02 07:58:06,2022-11-02 08:00:00,2022-11-02 09:55:06,2022-11-02 10:00:00,1,1.95,2.0,tst,perrem78,lecocq91,,2022-11-02 07:58:06,2022-11-02 10:00:00
798,PLINE300,TR1000,31199/30079,10,2022-11-03 08:02:17,2022-11-03 08:00:00,2022-11-03 09:49:54,2022-11-03 10:00:00,1,1.793611111111111,2.0,test,dilien72,maessc90,,2022-11-03 08:00:00,2022-11-03 10:00:00
799,PLINE300,TR1000,31199/30079,11,2022-11-04 08:14:12,2022-11-04 08:00:00,2022-11-04 09:54:43,2022-11-04 10:00:00,1,1.6752777777777779,2.0,test,dilien72,lecocq91,,2022-11-04 08:00:00,2022-11-04 10:00:00
800,PLINE300,TR1000,31199/30079,12,2022-11-06 13:00:53,2022-11-06 13:00:00,2022-11-06 14:33:46,2022-11-06 15:00:00,1,1.5480555555555555,2.0,JSR slot,robber85,le27,,2022-11-06 13:00:00,2022-11-06 15:00:00
801,PLINE300,TR1000,31199/30079,13,2022-11-10 07:58:29,2022-11-10 08:00:00,2022-11-10 10:25:33,2022-11-10 10:00:00,1,2.451111111111111,2.0,test,cloost23,maessc90,,2022-11-10 07:58:29,2022-11-10 10:25:33
802,PLINE300,TR1000,31199/30079,14,2022-11-10 17:01:33,2022-11-10 17:00:00,2022-11-10 18:40:33,2022-11-10 19:00:00,1,1.65,2.0,JSR,perrem78,wouter12,,2022-11-10 17:00:00,2022-11-10 19:00:00
803,PLINE300,TR3300,31199/01514,0,2022-10-04 09:58:02,2022-10-04 10:00:00,2022-10-04 10:15:57,2022-10-04 10:30:00,1,0.2986111111111111,0.5,test,furuka28,furuka28,,2022-10-04 09:58:02,2022-10-04 10:30:00
804,PLINE300,TR3300,31199/01514,1,2022-10-13 20:08:29,2022-10-13 20:00:00,2022-10-13 20:52:10,2022-10-13 21:00:00,1,0.7280555555555556,1.0,test,furuka28,furuka28,,2022-10-13 20:00:00,2022-10-13 21:00:00
805,PLINE300,TR3300,31199/01514,2,2022-10-14 16:26:36,2022-10-14 16:00:00,2022-10-14 16:40:32,2022-10-14 17:00:00,1,0.23222222222222222,1.0,test,furuka28,furuka28,,2022-10-14 16:00:00,2022-10-14 17:00:00
806,PLINE300,TR3300,31199/01514,3,2022-11-02 18:13:30,2022-11-02 18:00:00,2022-11-02 19:27:03,2022-11-02 20:30:00,1,1.2258333333333333,2.5,test,furuka28,furuka28,,2022-11-02 18:00:00,2022-11-02 20:30:00
807,PLINE300,TR3300,31199/30079,0,2022-10-05 08:10:10,2022-10-05 07:30:00,2022-10-05 09:58:17,2022-10-05 10:00:00,1,1.8019444444444443,2.5,test,cloost23,lecocq91,,2022-10-05 07:30:00,2022-10-05 10:00:00
808,PLINE300,TR3300,31199/30079,1,2022-10-06 08:33:34,2022-10-06 08:30:00,2022-10-06 09:46:31,2022-10-06 10:00:00,1,1.2158333333333333,1.5,test,cloost23,lecocq91,,2022-10-06 08:30:00,2022-10-06 10:00:00
809,PLINE300,TR3300,31199/30079,2,2022-10-09 13:59:17,2022-10-09 14:00:00,2022-10-09 15:26:19,2022-10-09 16:00:00,1,1.4505555555555556,2.0,test,le27,le27,,2022-10-09 13:59:17,2022-10-09 16:00:00
810,PLINE300,TR3300,31199/30079,3,2022-10-10 08:27:52,2022-10-10 08:00:00,2022-10-10 10:21:12,2022-10-10 10:30:00,1,1.8888888888888888,2.5,test,cloost23,maessc90,,2022-10-10 08:00:00,2022-10-10 10:30:00
811,PLINE300,TR3300,31199/30079,4,2022-10-12 07:58:10,2022-10-12 08:00:00,2022-10-12 09:20:39,2022-10-12 10:00:00,1,1.3747222222222222,2.0,test,cloost23,wouter12,,2022-10-12 07:58:10,2022-10-12 10:00:00
812,PLINE300,TR3300,31199/30079,5,2022-10-13 08:00:09,2022-10-13 08:00:00,2022-10-13 10:58:43,2022-10-13 11:00:00,1,2.976111111111111,3.0,test,cloost23,wouter12,,2022-10-13 08:00:00,2022-10-13 11:00:00
813,PLINE300,TR3300,31199/30079,6,2022-10-14 07:59:41,2022-10-14 08:00:00,2022-10-14 09:48:52,2022-10-14 10:00:00,1,1.8197222222222222,2.0,test,cloost23,wouter12,,2022-10-14 07:59:41,2022-10-14 10:00:00
814,PLINE300,TR3300,31199/30079,7,2022-10-22 13:56:46,2022-10-22 14:00:00,2022-10-22 15:29:05,2022-10-22 16:00:00,1,1.5386111111111112,2.0,test,le27,le27,,2022-10-22 13:56:46,2022-10-22 16:00:00
815,PLINE300,TR3300,31199/30079,8,2022-10-23 14:02:58,2022-10-23 14:00:00,2022-10-23 15:59:59,2022-10-23 16:00:00,1,1.9502777777777778,2.0,test,le27,le27,,2022-10-23 14:00:00,2022-10-23 16:00:00
817,PLINE300,TR3300,31199/30079,14,2022-10-27 08:23:43,2022-10-27 08:30:00,2022-10-27 09:44:14,2022-10-27 11:00:00,1,1.3419444444444444,2.5,tst,perrem78,maessc90,,2022-10-27 08:23:43,2022-10-27 11:00:00
818,PLINE300,TR3300,31199/30079,15,2022-10-30 13:55:41,2022-10-30 14:00:00,2022-10-30 15:43:42,2022-10-30 16:00:00,1,1.8002777777777779,2.0,test,le27,le27,,2022-10-30 13:55:41,2022-10-30 16:00:00
819,PLINE300,TR3300,31199/30079,16,2022-11-07 08:26:43,2022-11-07 08:30:00,2022-11-07 10:41:39,2022-11-07 11:00:00,1,2.2488888888888887,2.5,test,cloost23,wouter12,,2022-11-07 08:26:43,2022-11-07 11:00:00
820,PLINE300,TR3400,31199/00653,0,2022-11-03 08:29:59,2022-11-03 08:30:00,2022-11-03 09:56:17,2022-11-03 10:00:00,1,1.4383333333333332,1.5,AE228012,roy82,roy82,,2022-11-03 08:29:59,2022-11-03 10:00:00
821,PLINE300,TR3400,31199/01514,0,2022-10-03 18:32:53,2022-10-03 18:00:00,2022-10-03 19:43:55,2022-10-03 19:30:00,1,1.183888888888889,1.5,test,furuka28,furuka28,,2022-10-03 18:00:00,2022-10-03 19:43:55
822,PLINE300,TR3400,31199/01514,1,2022-10-04 10:28:52,2022-10-04 10:30:00,2022-10-04 10:43:52,2022-10-04 11:00:00,1,0.25,0.5,test,furuka28,furuka28,,2022-10-04 10:28:52,2022-10-04 11:00:00
823,PLINE300,TR3400,31199/01514,2,2022-10-13 21:29:42,2022-10-13 21:30:00,2022-10-13 22:33:41,2022-10-13 22:30:00,1,1.0663888888888888,1.0,JSR,furuka28,furuka28,,2022-10-13 21:29:42,2022-10-13 22:33:41
824,PLINE300,TR3400,31199/01514,3,2022-10-25 20:01:40,2022-10-25 19:30:00,2022-10-25 20:31:12,2022-10-25 20:30:00,1,0.4922222222222222,1.0,test,furuka28,furuka28,,2022-10-25 19:30:00,2022-10-25 20:31:12
825,PLINE300,TR3400,31199/01514,4,2022-11-02 20:01:29,2022-11-02 20:00:00,2022-11-02 20:43:09,2022-11-02 21:30:00,1,0.6944444444444444,1.5,JSR,furuka28,furuka28,,2022-11-02 20:00:00,2022-11-02 21:30:00
826,PLINE300,TR3400,31199/30079,0,2022-10-05 09:01:47,2022-10-05 09:00:00,2022-10-05 09:55:46,2022-10-05 10:00:00,1,0.8997222222222222,1.0,test,cloost23,lecocq91,,2022-10-05 09:00:00,2022-10-05 10:00:00
827,PLINE300,TR3400,31199/30079,1,2022-10-24 09:49:07,2022-10-24 09:00:00,2022-10-24 10:48:42,2022-10-24 11:00:00,1,0.9930555555555556,2.0,test,dilien72,lecocq91,,2022-10-24 09:00:00,2022-10-24 11:00:00
828,PLINE300,TRPROAP,31012/00013,0,2022-10-05 09:50:15,2022-10-05 08:30:00,2022-10-05 13:41:48,2022-10-05 16:30:00,1,3.859166666666667,8.0,LTC syringe,uruena10,uruena10,,2022-10-05 08:30:00,2022-10-05 16:30:00
829,PLINE300,TRPROAP,31199/01889,0,2022-10-07 09:14:20,2022-10-07 09:00:00,2022-10-10 13:33:28,2022-10-10 00:00:00,1,76.31888888888889,63.0,"SCOT, 12, and 14",uruena10,uruena10,,2022-10-07 09:00:00,2022-10-10 13:33:28
830,PLINE300,TRPROAP,31199/01889,1,2022-10-21 10:26:22,2022-10-21 10:30:00,2022-10-21 11:12:12,2022-10-21 15:00:00,1,0.7638888888888888,4.5,"11-12- 3,4",uruena10,uruena10,,2022-10-21 10:26:22,2022-10-21 15:00:00
831,PLINE300,TRPROAP,31199/01889,2,2022-10-25 13:35:05,2022-10-25 13:00:00,2022-10-25 15:23:16,2022-10-25 18:00:00,1,1.8030555555555556,5.0,AE225968 TOK,uruena10,uruena10,,2022-10-25 13:00:00,2022-10-25 18:00:00
832,PLINE300,TRPROAP,97701/01345,0,2022-10-04 10:22:41,2022-10-04 09:00:00,2022-10-04 16:38:16,2022-10-04 16:00:00,1,6.259722222222222,7.0,BCB syringe,mingar54,uruena10,,2022-10-04 09:00:00,2022-10-04 16:38:16
833,PLINE300,TRPROAP,97701/01345,1,2022-10-12 08:09:36,2022-10-12 08:30:00,2022-10-12 09:28:11,2022-10-12 17:30:00,1,1.3097222222222222,9.0,OPD development;coating,uruena10;mingar54,uruena10,,2022-10-12 08:09:36,2022-10-12 17:30:00
834,PLINE300,TXRF300,31499/00379,0,2022-10-05 14:14:51,2022-10-05 14:00:00,2022-10-05 18:10:18,2022-10-05 17:00:00,1,3.924166666666667,3.0,iLIME: 20220819-103159-sinha70,dara85,dara85,,2022-10-05 14:00:00,2022-10-05 18:10:18
835,PLINE300,TXRF300,31499/00379,1,2022-10-31 10:35:48,2022-10-31 10:00:00,2022-10-31 12:36:54,2022-10-31 14:00:00,1,2.0183333333333335,4.0,iLIME ID:20220819-103159-sinha70,dara85,dara85,,2022-10-31 10:00:00,2022-10-31 14:00:00
836,PLINE300,TXRF300,31499/00379,2,2022-11-04 07:10:13,2022-11-04 07:00:00,2022-11-04 11:03:35,2022-11-04 11:00:00,1,3.8894444444444445,4.0,iLIME ID:20220819-103159-sinha70,dara85,dara85,,2022-11-04 07:00:00,2022-11-04 11:03:35
837,PLINE300,TXRF300,31499/00379,3,2022-11-07 07:12:38,2022-11-07 07:30:00,2022-11-07 10:16:25,2022-11-07 10:30:00,1,3.0630555555555556,3.0,iLIME ID:20220819-103159-sinha70,dara85,dara85,,2022-11-07 07:12:38,2022-11-07 10:30:00
